student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar,2_yr_inst,4_yr_inst,private_fp,private,public,hbcu_no,hbcu_yes,flagship_no,flagship_yes,associates_privatefp,associates_pr_sl,associates_pr_sm,associates_pu_multi,bachelors_as,bacelors_df,bachelors_associates,masters_lp,masters_mp,Other_institutions
2183,22,16.9,22.79326963,52284,48188,37780,49.5,1774,4239,2526,7,15,58.5,42,28.8,17,289,59.1,306,20,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
503,25,22.7,22.5,53231.42933,78874,101725,93.2,483,8579,8860,22,31,53.4,64,46.4,17,343,66.2,92,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
936,24,22.7,22.5,70916,78874,101725,90.4,850,15486,2058,45,53,33.3,76,45.7,17,343,69.5,207,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
227,21,20.95158467,22.79326963,33383,21525,24795,53.7,322,4208,8677.865366,33,37,83.2,26,22.2,5,517,57.64853159,199,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2119,21,22.7,22.5,92221,78874,101725,93.5,2016,6254.176694,8677.865366,70,78,20.7,85,72.2,17,252,83.6,444,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5263,20,21.3,21.5,41617,58356,66436,84,4701,6300,2245,20,44,44.3,68,58,7,169,61.6,916,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
270,21,22.2,22.5,53231.42933,110403,101725,97,251,11534,8677.865366,5,48,35.4,74,51.9,82,252,94,35,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2349,21,22.2,22.5,81649,110403,101725,98.6,2273,6254.176694,24918,48,53,40.7,71,49,82,252,88.3,512,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,16,15.6,22.79326963,44976,54524,37780,34.7,2157,2926,571,3,9,41.2,55,21.7,16,125,48.7,426,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2161,23,22.2,22.5,135356,110403,101725,98.3,2064,6254.176694,8677.865366,74,79,26.2,85,84.3,82,252,99.7,581,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2482,22,22.2,22.5,60259,110403,101725,74,2337,14183,19292,63,70,26.7,85,34.4,82,386,100,391,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2371,21,22.2,22.5,63642,110403,101725,72.5,2102,10624,8359,35,51,34.6,71,33.9,82,169,69.1,302,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
189,21,20.95158467,22.79326963,29008,26415,24795,100,173,6872,8677.865366,72,72,48.9,82,33.3,56,517,66.4,77,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
462,19,16.3,24.6,78915,81979,38763,69.9,607,4573,8677.865366,27,42,55.6,61,32.8,9,517,69.6,426,20,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2494,22,16.3,24.6,73929,81979,38763,60.8,2432,4493,8677.865366,21,31,59,55,49.4,9,114,59.3,544,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1544,22,16.3,24.6,72211,81979,38763,73.6,1840,6222,8677.865366,34,40,58.5,54,54.3,9,114,15.4,587,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
624,21,22.2,22.5,49027,110403,101725,62,617,11628,2645,40,47,52.8,75,38.6,82,106,71.3,134,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2335,22,15.6,22.79326963,42445,54524,37780,43.4,1872,4066,461,11,22,41.4,60,29.1,16,106,42,384,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2453,20,22.2,22.5,59553,110403,101725,92.1,2418,6254.176694,15951,53,60,33.7,85,32.4,82,386,99.4,476,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
159,21,23.1,25.9,40098,40121,34510,100,172,7931,36916,78,78,14.7,81,84.2,13,73,57.64853159,71,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9416,18,21.3,21.5,64524,81610,66436,93.6,8869,5196,2402,42,61,30.4,80,81.9,41,386,73,1679,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
439,39,20.95158467,22.79326963,20176,26415,24795,100,517,6712,8677.865366,75,75,69,78,52.6,56,517,100,290,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1328,23,22.2,22.5,53231.42933,110403,101725,99,1242,6254.176694,8677.865366,80,84,18.6,90,84.4,82,252,100,352,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3532,22,22.2,22.5,53231.42933,110403,101725,99.2,3611,6254.176694,8677.865366,87,90,10.6,94,96.6,82,252,95.5,887,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9880,12,15.6,22.79326963,83568,54524,37780,33,6898,3490,791,4,12,23.5,71,29.3,16,99,39.8,1562,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
89,21,20.95158467,22.79326963,5437,26415,24795,87.6,55,6890,8677.865366,29,87,36.4,88,60,56,517,57.64853159,62,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3686,17,15.6,22.79326963,56681,54524,37780,43.6,2518,3908,657,9,18,36.6,60,17.2,16,106,52.9,888,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1337,22,22.2,22.5,42521,110403,101725,91.8,1370,6254.176694,16867,39,45,30.8,71,34.2,82,386,84,513,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6450,21,21.3,21.5,43906,81610,66436,87.6,6140,5741,2302,31,53,38,79,65.7,41,386,63,906,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
142,29,20.95158467,22.79326963,23294,26415,24795,99.3,232,8374,8677.865366,57,66,76,50,100,56,517,97.8,45,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2100,23,22.2,22.5,57186,110403,101725,51.4,1304,12644,9251,46,62,35.6,71,37.3,82,169,48.8,199,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5917,23,22.2,22.5,53231.42933,110403,101725,96.7,6063,6254.176694,8677.865366,74,88,13.7,94,80.3,82,106,97.2,1407,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1286,30,22.2,22.5,51770,110403,101725,49.8,1109,9939,16877,50,59,42.5,66,42.7,82,343,63.3,222,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1277,23,16.3,24.6,44874,81979,38763,50,1409,5008,8677.865366,28,31,56.4,38,21,9,343,41.8,67,20,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
973,24,22.2,22.5,53178,110403,101725,62.8,835,6254.176694,29301,44,50,29.3,76,32.6,82,386,42.9,175,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1517,25,22.2,22.5,40712,110403,101725,76.8,1403,6254.176694,3776,26,41,49.1,72,23.5,82,386,52.9,234,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1179,12,21.3,21.5,53231.42933,81610,66436,94.5,1206,8256,1193,9,24,77,54,70,41,106,79.3,278,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
718,27,20.95158467,22.79326963,20431,26415,24795,100,1268,3449,8677.865366,0,53,41.7,79,30,56,517,57.64853159,562,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5199,20,21.3,21.5,53754,81610,66436,84.1,5073,5238,3974,32,53,38.8,75,72.1,41,386,73.3,1277,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
107,21,20.95158467,22.79326963,25930,26415,24795,96.3,118,9727,8677.865366,68,68,88.2,77,54.5,56,517,57.64853159,35,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
122,20,22.2,22.5,53231.42933,110403,101725,100,142,12559,8677.865366,38,84,16,89,1.9,82,114,36.1,13,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
163,27,20.95158467,22.79326963,7065,26415,24795,71.2,167,3815,8677.865366,90,90,74.3,94,58.8,56,517,84.4,54,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2552,15,15.6,22.79326963,47947,54524,37780,36.7,8419,3590,227,4,13,28.9,62,16.6,16,106,40.2,1709,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1807,20,22.2,22.5,92625,110403,101725,89,1862,16053,15150,46,56,27.4,67,42.2,82,343,88.6,475,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2396,21,22.2,22.5,53231.42933,110403,101725,98.3,2505,6254.176694,8677.865366,83,85,12.2,89,80.1,82,252,97.8,619,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
274,31,20.95158467,22.79326963,26903,26415,24795,97.1,401,5382,8677.865366,86,92,54.8,72,41.4,56,517,100,230,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2552,18,22.2,22.5,104902,110403,101725,84.1,2157,16079,23977,28,69,20.2,86,50.7,82,96,59.7,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
122,21,20.95158467,22.79326963,51677,26415,24795,90.2,193,4128,8677.865366,40,51,77.5,71,84.6,56,517,73,54,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
600,35,20.95158467,22.79326963,30598,26415,24795,76.7,725,4916,8677.865366,33,40,76.1,48,17.2,56,517,57.64853159,386,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
5970,20,22.2,22.5,70434,110403,101725,96.1,6380,15731,21257,66,75,20.2,87,48.4,82,96,84.2,1202,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6186,20,21.3,21.5,67104,81610,66436,88.8,5774,5198,2435,35,56,30.3,71,80.7,41,386,70,1183,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2541,27,22.2,22.5,46919,110403,101725,81.7,2353,12622,6938,49,55,40.9,80,29.6,82,386,82.2,420,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5864,18,21.3,21.5,61189,81610,66436,90.7,5676,6181,2675,23,45,45.6,72,85.9,41,386,65.8,1023,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1844,22,22.2,22.5,120978,110403,101725,98,1919,6254.176694,28884,70,77,21.8,81,60.5,82,343,74,487,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
209,33,20.95158467,22.79326963,33957,26415,24795,58.4,253,6456,8677.865366,42,52,84.8,53,25.8,56,517,76.4,68,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
216,27,20.95158467,22.79326963,30044,26415,24795,100,427,6167,8677.865366,59,59,75,87,100,56,517,100,77,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2297,22,22.2,22.5,53231.42933,110403,101725,98.3,2585,6254.176694,8677.865366,83,87,14.2,91,83.5,82,252,95.5,569,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3111,18,22.2,22.5,62998,110403,101725,82.2,2862,6254.176694,12180,48,64,31.8,78,55.9,82,386,62,572,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1541,23,22.2,22.5,60309,110403,101725,95.7,1674,13580,17873,59,67,38.7,77,39.4,82,343,84,351,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2524,22,22.2,22.5,53231.42933,110403,101725,99.7,2772,6254.176694,8677.865366,79,83,14,88,75.4,82,252,93.7,694,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2062,32,22.2,22.5,43699,110403,101725,89.8,1887,12657,8400,49,63,33.5,82,23.6,82,169,60.2,117,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1627,27,23.1,25.9,44947,40121,34510,63.9,1151,8869,537,4,30,59.4,56,18.1,13,73,36.3,263,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,15,15.6,22.79326963,61727,54524,37780,31.3,2157,3396,2234,3,10,42.5,57,13.3,16,125,18.7,1244,20,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1187,24,22.2,22.5,53231.42933,110403,101725,100,1258,6254.176694,8677.865366,91,93,15,97,82.4,82,252,96.6,315,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
206,35,23.1,25.9,115708,40121,34510,98.5,386,5247,8677.865366,58,61,55.5,73,100,13,73,100,104,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2182,25,22.2,22.5,51665,110403,101725,68.7,1763,12487,5620,37,53,35.6,77,26.4,82,386,62.7,285,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
86,21,20.95158467,22.79326963,26901,26415,24795,100,98,6956,8677.865366,57,57,56.1,92,0,56,517,98.1,52,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
557,23,20.95158467,22.79326963,37178,26415,24795,100,988,3867,8677.865366,0,23,56.6,61,32.4,56,517,57.64853159,287,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2560,25,22.2,22.5,50553,110403,101725,46.2,2734,12447,4218,38,48,22.3,82,22.1,82,79,92.1,290,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2552,18,21.3,21.5,58689,81610,66436,94.3,2157,5529,2713,31,51,36.2,73,65,41,79,74.4,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
427,36,23.1,25.9,40166,40121,34510,94.8,456,7189,5474,61,61,52.9,72,92,13,73,67.2,167,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1625,21,22.2,22.5,121029,110403,101725,95.7,1577,6254.176694,8677.865366,71,75,21.8,87,63.4,82,252,77.5,377,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1574,17,22.2,22.5,76576,110403,101725,82.8,1809,13171,4096,25,38,44.8,71,27.9,82,343,67.8,209,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2144,21,22.2,22.5,71747,110403,101725,89.8,2090,15662,25137,60,65,29.2,75,57.9,82,106,85.4,555,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8815,20,21.3,21.5,66584,81610,66436,93.9,8647,5469,2066,34,54,31.6,72,90.9,41,386,66.1,426,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1363,22,22.2,22.5,65812,110403,101725,82.9,1239,6254.176694,3583,32,44,38.3,71,34.1,82,343,61.6,284,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4409,22,22.2,22.5,63188,110403,101725,80.3,4199,6254.176694,14979,55,64,36,82,41.4,82,386,72.6,770,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1454,19,23.1,25.9,49881,40121,34510,72.1,1382,4999,8677.865366,14,25,60.3,51,19.8,13,73,54.4,351,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2486,22,22.2,22.5,53231.42933,110403,101725,97.9,2562,6254.176694,8677.865366,84,88,10.7,91,85.4,82,252,96.6,591,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1313,28,22.2,22.5,54576,110403,101725,62,965,7222,9020,54,69,41,71,38.5,82,106,55.9,87,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
382,40,20.95158467,22.79326963,20063,26415,24795,48.7,339,4617,8677.865366,8,82,47,71,15.4,56,517,54.7,62,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1766,23,22.2,22.5,94470,110403,101725,93.3,1691,6254.176694,25904,68,73,22.8,82,43.8,82,343,90.2,450,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7128,18,15.6,22.79326963,47689,54524,37780,35.7,4391,3427,611,4,13,33.5,55,14.8,16,106,32.7,1092,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
976,36,20.95158467,22.79326963,31417,26415,24795,74.4,1162,6576,8677.865366,21,44,76.8,68,42.2,56,517,91.7,138,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4931,22,22.2,22.5,132840,110403,101725,98.6,5306,6254.176694,8677.865366,73,85,14.7,93,81.2,82,96,92.5,1165,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
568,21,20.95158467,22.79326963,10750,26415,24795,100,571,4003,8677.865366,28,57,74.3,72,90,56,517,57.64853159,489,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
273,21,20.95158467,22.79326963,17475,26415,24795,80.2,389,4687,8677.865366,10,46,79.7,55,100,56,517,57.64853159,408,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1624,18,21.3,21.5,95409,81610,66436,91.6,1649,9709,14250,22,39,64.3,71,57.5,41,386,93.5,630,20,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4855,19,21.3,21.5,63666,81610,66436,93.1,4772,5664,1904,27,47,39.2,70,93.1,41,106,77.7,1157,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6411,19,15.6,22.79326963,36071,54524,37780,49.5,4724,3838,8677.865366,8,17,41.1,59,23.9,16,106,51.8,1330,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1307,19,22.2,22.5,81345,110403,101725,98.7,1411,6254.176694,8677.865366,53,63,32.6,79,68.6,82,252,100,399,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
858,24,23.1,25.9,57098,40121,34510,54.4,699,3390,2974,33,33,44.7,58,17,13,73,34.7,154,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2717,20,21.3,21.5,72118,81610,66436,90.3,2679,6033,279,34,50,43.9,71,62.6,41,169,68.4,568,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2148,21,22.2,22.5,70655,110403,101725,93.3,2211,6254.176694,13657,53,65,35.3,81,36.7,82,386,64.8,407,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
385,34,20.95158467,22.79326963,12892,26415,24795,100,467,5426,8677.865366,63,69,48.4,73,60,56,517,65,117,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2680,22,22.2,22.5,84697,110403,101725,95.2,2669,6254.176694,9306,54,59,31.6,80,62.9,82,106,76.7,678,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2772,21,22.2,22.5,101548,110403,101725,97.4,2883,14902,40027,71,75,20.4,86,55.8,82,343,82.8,723,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
96,25,23.1,25.9,39611,40121,34510,59.4,106,5166,8677.865366,52,75,98.8,52,18.2,13,73,54.2,36,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7388,21,21.3,21.5,69916,81610,66436,89.1,7048,5478,3347,37,60,31.5,81,63.1,41,386,68,1319,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2417,24,22.2,22.5,56946,110403,101725,74.1,2240,12278,11268,64,69,28.9,81,33.6,82,169,73.1,364,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2552,15,15.6,22.79326963,63251,54524,37780,34.8,8723,3335,195,5,16,26,61,20.9,16,99,42.3,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
437,24,22.2,22.5,86073,110403,101725,94.1,455,15090,32074,49,57,43.4,78,18.1,82,114,65.4,99,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1553,23,22.2,22.5,89348,110403,101725,91.3,1642,6254.176694,8677.865366,70,74,30.3,78,36.2,82,252,82.3,401,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1781,24,22.2,22.5,53419,110403,101725,70.1,1559,9312,14856,18,28,42.8,60,34,82,124,57.9,201,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2448,21,22.2,22.5,119318,110403,101725,94.9,2792,6254.176694,8677.865366,80,85,7.8,90,62.8,82,252,97.9,551,20,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2573,20,22.2,22.5,60692,110403,101725,80.8,2382,9986,8706,29,50,38.7,65,37.5,82,169,100,540,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
856,21,20.95158467,22.79326963,13410,26415,24795,100,640,7710,8677.865366,64,67,70.2,74,57.1,56,517,57.64853159,595,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10666,18,15.6,22.79326963,38817,54524,37780,43.9,7195,3903,4737,6,17,40.4,62,12.4,16,99,27.9,426,20,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
548,21,23.1,25.9,15441,40121,34510,72.3,722,5137,8677.865366,68,70,64.5,78,55.2,13,73,57.64853159,446,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
743,30,23.1,25.9,39111,40121,34510,63.8,976,6210,8677.865366,31,43,55.3,52,30,13,73,95,413,20,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3943,20,21.3,21.5,0,81610,66436,93.4,3962,4977,9991,45,69,31.6,83,79,41,106,84.6,1131,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
680,16,21.3,21.5,0,81610,66436,77.1,641,4663,10806,33,55,33.7,71,49.4,41,343,53.1,157,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
568,24,21.3,21.5,0,81610,66436,55.5,451,6381,10666,14,31,54.7,77,47.7,41,343,41.4,83,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
606,12,21.3,21.5,0,81610,66436,85.6,591,5019,9223,30,50,33.5,81,64.8,41,343,73,159,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1178,16,21.3,21.5,0,81610,66436,80.1,1066,5014,10289,22,47,46.5,65,51,41,343,63.8,267,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
889,8,21.3,21.5,0,81610,66436,80.9,802,4724,8406,36,55,35.7,81,45.7,41,343,69.5,222,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3861,10,21.3,21.5,0,81610,66436,94.4,3656,4802,8421,47,70,33.3,82,61.2,41,343,88.7,1342,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
703,11,21.3,21.5,0,81610,66436,89,684,4857,9846,24,44,36.5,67,58.6,41,252,76.5,276,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2712,11,21.3,21.5,0,81610,66436,88.6,2584,4683,8347,35,56,34.1,77,56.7,41,343,78.8,848,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3577,21,21.3,21.5,0,81610,66436,87.3,3265,5100,11149,39,60,34.6,81,63.5,41,386,54.8,414,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1492,12,21.3,21.5,0,81610,66436,84,1401,4691,7966,17,44,34,73,46,41,343,69.2,418,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
704,21,21.3,21.5,0,81610,66436,79.1,593,5556,11985,32,53,46,77,72.3,41,124,58.4,132,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
846,24,21.3,21.5,0,81610,66436,77.2,791,5314,9244,20,42,48.4,73,56.2,41,124,57.6,160,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
951,8,21.3,21.5,0,81610,66436,92.6,1026,5987,9377,29,53,45.6,76,67.5,41,252,91.6,498,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2552,27,21.3,21.5,53231.42933,81610,66436,96.9,2157,6218,32655,64,84,17.7,92,73.3,41,106,88.8,426,20,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
623,7,21.3,21.5,0,81610,66436,90.2,618,7155,11209,24,46,50.2,71,50.7,41,252,74.1,245,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1022,15,21.3,21.5,0,81610,66436,72.1,922,5458,9600,32,55,38.9,73,56.2,41,124,65.1,261,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3690,14,21.3,21.5,0,81610,66436,78.3,3143,5107,7075,25,48,41.6,76,42,41,252,71.6,833,20,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
837,9,21.3,21.5,0,81610,66436,78.6,774,6290,10441,24,45,52.8,70,51.9,41,343,78.9,286,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1141,13,21.3,21.5,0,81610,66436,72,930,4391,10390,27,49,31.4,76,47.7,41,343,58.3,279,20,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
65,30,20.95158467,22.79326963,24225,26415,24795,100,252,4865,8677.865366,63,83,86.5,53,0,56,517,40.8,30,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1759,30,22.2,22.5,48416,110403,101725,20.4,1362,3989,164,27,42,54.1,62,18.8,82,343,2.2,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
346,34,20.95158467,22.79326963,22979,26415,24795,100,462,2726,8677.865366,50,91,78.5,69,61.1,56,517,100,169,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
551,21,20.95158467,22.79326963,18543,26415,24795,69.7,564,4907,8677.865366,79,79,68.5,83,65.9,56,517,57.64853159,682,20,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
198,24,22.2,22.5,114037,110403,101725,96,203,14033,40694,64,67,41.2,100,28.2,82,114,53.4,37,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
223,19,22.2,22.5,72741,110403,101725,93.3,228,5745,5744,50,54,39.2,75,12.5,82,114,96.7,59,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11525,25,22.2,22.5,53231.42933,110403,101725,89.5,2157,6254.176694,8677.865366,87,95,14.2,97,80.7,82,106,98.4,426,20,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
